Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Linked Product (product.metafields.custom.linked_product),ManufacturerSKU (product.metafields.custom.manufacturersku),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Euro Sizing (product.metafields.product.euro_sizing),Gender (product.metafields.product.gender),Cushioning (product.metafields.productspecs.cushioning),Drop (product.metafields.productspecs.drop),Heel Stack (product.metafields.productspecs.heel_stack),Support (product.metafields.productspecs.support),Surface (product.metafields.productspecs.surface),Weight (product.metafields.productspecs.weight),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Closure type (product.metafields.shopify.closure-type),Color (product.metafields.shopify.color-pattern),Footwear material (product.metafields.shopify.footwear-material),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Shoe size (product.metafields.shopify.shoe-size),Sneaker style (product.metafields.shopify.sneaker-style),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Australia,Price / Australia,Compare At Price / Australia,Included / International,Price / International,Compare At Price / International,Included / New Zealand,Price / New Zealand,Compare At Price / New Zealand,Status
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,Mint Tint/White,,,,,'4550457296007,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-6.jpg?v=1725114057,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,White/Ash Rock,,,,,'4550457327749,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,White/Dusty Mauve,,,,,'4550457848589,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-2.jpg?v=1725114057,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,Black/Bold Magenta,,,,,'4550457884877,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-3.jpg?v=1725114057,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,Cosmos/Ash Rock,,,,,'4550457316224,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-4.jpg?v=1725114057,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8,,,Cool Grey/Safety Yellow,,,,,'4550457705479,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-5.jpg?v=1725114057,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,White/Dusty Mauve,,,,,'4550457848619,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-6.jpg?v=1725114057,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,White/Ash Rock,,,,,'4550457327671,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,Cool Grey/Safety Yellow,,,,,'4550457705462,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-2.jpg?v=1725114057,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,Mint Tint/White,,,,,'4550457295994,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-3.jpg?v=1725114057,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,Watershed Rose/Champagne,,,,,'4550457728874,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-4.jpg?v=1725114057,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,Black/Bold Magenta,,,,,'4550457884907,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-5.jpg?v=1725114057,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,8.5,,,Cosmos/Ash Rock,,,,,'4550457316279,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-6.jpg?v=1725114057,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,White/Dusty Mauve,,,,,'4550457848503,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,Cool Grey/Safety Yellow,,,,,'4550457705493,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,White/Ash Rock,,,,,'4550457327718,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,Black/Bold Magenta,,,,,'4550457884891,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,Mint Tint/White,,,,,'4550457295918,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,Watershed Rose/Champagne,,,,,'4550457728850,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9,,,Cosmos/Ash Rock,,,,,'4550457316170,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,Cool Grey/Safety Yellow,,,,,'4550457705530,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,Black/Bold Magenta,,,,,'4550457884822,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,Cosmos/Ash Rock,,,,,'4550457316200,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,Mint Tint/White,,,,,'4550457295949,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,Watershed Rose/Champagne,,,,,'4550457728843,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,White/Ash Rock,,,,,'4550457327794,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,9.5,,,White/Dusty Mauve,,,,,'4550457848510,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,Cosmos/Ash Rock,,,,,'4550457316262,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,White/Ash Rock,,,,,'4550457327787,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,Cool Grey/Safety Yellow,,,,,'4550457705516,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,Watershed Rose/Champagne,,,,,'4550457728768,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,Black/Bold Magenta,,,,,'4550457884921,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,White/Dusty Mauve,,,,,'4550457848626,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10,,,Mint Tint/White,,,,,'4550457295895,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,Cosmos/Ash Rock,,,,,'4550457316217,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,White/Dusty Mauve,,,,,'4550457848633,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,Black/Bold Magenta,,,,,'4550457884808,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,Cool Grey/Safety Yellow,,,,,'4550457705547,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,Watershed Rose/Champagne,,,,,'4550457728836,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,White/Ash Rock,,,,,'4550457327695,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,10.5,,,Mint Tint/White,,,,,'4550457295932,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,White/Dusty Mauve,,,,,'4550457848558,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,Black/Bold Magenta,,,,,'4550457884884,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-black-bold-magenta-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,White/Ash Rock,,,,,'4550457327657,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,Watershed Rose/Champagne,,,,,'4550457728805,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,Cosmos/Ash Rock,,,,,'4550457316187,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,Cool Grey/Safety Yellow,,,,,'4550457705523,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,11,,,Mint Tint/White,,,,,'4550457295956,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,White/Dusty Mauve,,,,,'4550457848527,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-dusty-mauve-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,White/Ash Rock,,,,,'4550457327688,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-white-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,Watershed Rose/Champagne,,,,,'4550457728799,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-watershed-rose-champagne-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,Mint Tint/White,,,,,'4550457295963,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-mint-tint-white-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,Cosmos/Ash Rock,,,,,'4550457316163,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cosmos-ash-rock-1.jpg?v=1725114057,kg,,,,,,,,,,,,
asics-gel-pulse-15-womens-running-shoes-width-b,,,,,,,,,12,,,Cool Grey/Safety Yellow,,,,,'4550457705561,0,shopify,deny,retail-express,179.99,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0785/8765/8433/files/asics-gel-pulse-15-womens-running-shoes-cool-grey-safety-yellow-1.jpg?v=1725114056,kg,,,,,,,,,,,,
