ProductId,SupplierSKU,ManufacturerSKU,Stock
300413,4550457864459,1011B693,10
300414,4550457864459,1011B693,0
300415,4550457864459,1011B693,3
300415,4550457864459,1011B693,2
300416,4550457864527,1011B693,6
300417,4550457864527,1011B693,1
300418,4550457864527,1011B693,1
300420,4550457864527,1011B693,0
300421,4550457864510,1011B693,1
300422,4550457864510,1011B693,0
300423,4550457864510,1011B693,2
300424,4550457864404,1011B693,1
300425,4550457864404,1011B693,2
300425,4550457864404,1011B693,3
300426,4550457864404,1011B693,0
300427,4550457864442,1011B693,1
300428,4550457864442,1011B693,2
300429,4550457864442,1011B693,2
300430,4550457864398,1011B693,1
300431,4550457864398,1011B693,1
300432,4550457857024,1011B693,2
300432,4550457857024,1011B693,1
300434,4550457856867,1011B693,2
300434,4550457856867,1011B693,1
300435,4550457856867,1011B693,1
300435,4550457856966,1011B693,3
300437,4550457856966,1011B693,1
300437,4550457856966,1011B693,2
300438,4550457856911,1011B693,3
300438,4550457856911,1011B693,4
300438,4550457856911,1011B693,2
300439,4550457856874,1011B693,3
300439,4550457856874,1011B693,11
300440,4550457856874,1011B693,3
300440,4550457856935,1011B693,0
300441,4550457856935,1011B693,5
300442,4550457856935,1011B693,2
300442,4550457856935,1011B693,0
300446,4550457856942,1011B693,8
300447,4550457856942,1011B693,0
300449,4550457856942,1011B693,3
300450,4550457856942,1011B693,1
300452,4550457856898,1011B693,1
300469,4550457856898,1011B693,3
300473,4550457856898,1011B693,1
300474,4550457856928,1011B693,2
300475,4550457856928,1011B693,5
300483,4550457856928,1011B693,3
300485,4550457856973,1011B693,2
300486,4550457856973,1011B693,1
300487,4550457856904,1011B693,1
300492,4550457856904,1011B693,1
300493,4550457856881,1011B693,1
300494,4550457856997,1011B693,1
300495,4550457857000,1011B693,1
300496,4550457301183,1011B693.002,0
300496,4550457301220,1011B693.002,2
300497,4550457301220,1011B693.002,1
300498,4550457301091,1011B693.002,0
300499,4550457301114,1011B693.002,0
300500,4550457301213,1011B693.002,0
300502,4550457301138,1011B693.002,0
300505,4550457315333,1011B698,0
300506,4550457315364,1011B698,1
300507,4550457117005,1011B7,2
300508,4550457117005,1011B7,2
300509,4550457116992,1011B7,2
300510,4550457116992,1011B7,2
300512,4550457116985,1011B7,2
309854,4550457116985,1011B7,1
309855,4550457116954,1011B7,1
309856,4550457116954,1011B7,1
309856,4550457116947,1011B7,1
309857,4550457116947,1011B7,1
309857,4550457273558,1011B7,0
309858,4550456745940,1011B764.100,1
309859,4550457299787,1011B789,1
309860,4550457299770,1011B789,1
309861,4550457299817,1011B789,1
309862,4550457299824,1011B789,1
309864,4550457303309,1011B791,2
309870,4550457303231,1011B791,1
309871,4550457303149,1011B791,0
309872,4550457299091,1011B792,1
309873,4550457299114,1011B792,1
309874,4550457299114,1011B792,1
309878,4550457299213,1011B792,1
309879,4550457299213,1011B792,1
309880,4550457299213,1011B792,1
309881,4550457299244,1011B792,1
309882,4550457299183,1011B792,-1
309883,4550457299183,1011B792,0
309884,4550457299206,1011B792,1
311094,4550457299206,1011B792,1
311719,4550457299138,1011B792,1
312308,4550457299138,1011B792,1
312348,4550457273848,1011B792,0
312451,4550457123037,1011B792,-1
312452,4550457122924,1011B792,-1
312454,4550457123013,1011B792,0
312455,4550457122962,1011B792,1
312456,4550457122986,1011B792,-1
312456,4550457319881,1011B792,-1
312458,4550457319829,1011B792,1
312458,4550457319904,1011B792,-1
312460,4550457319997,1011B792,2
312460,4550457903202,1011B792,1
312851,4550457903158,1011B792,1
312852,4550457903233,1011B792,1
312854,4550457903189,1011B792,1
312855,4550457903196,1011B792,1
312857,4550457276375,1011B793,-1
312857,4550457276221,1011B793,1
312862,4550457276283,1011B793,0
312863,4550457850100,1011B793,1
312864,4550457850131,1011B793,1
312865,4550457850131,1011B793,1
312865,4550457850186,1011B793,1
312866,4550457850186,1011B793,1
312867,4550457850209,1011B793,1
312868,4550457850209,1011B793,1
312869,4550457850148,1011B793,1
312870,4550457850148,1011B793,1
312871,4550457850179,1011B793,1
312873,4550457313797,1011B794,1
312874,4550457313797,1011B794,1
312897,4550457313629,1011B794,1
312898,4550457313629,1011B794,1
312899,4550457313704,1011B794,2
312922,4550457313704,1011B794,0
312929,4550457313704,1011B794,1
312932,4550457313773,1011B794,0
312932,4550457313773,1011B794,1
312934,4550457313773,1011B794,1
312946,4550457313773,1011B794,1
313066,4550457313643,1011B794,5
313068,4550457313643,1011B794,2
313071,4550457313643,1011B794,2
315858,4550457313759,1011B794,1
315859,4550457313759,1011B794,3
315860,4550457313759,1011B794,1
315860,4550457313780,1011B794,2
315861,4550457313780,1011B794,2
315862,4550457313780,1011B794,2
315863,4550457313674,1011B794,1
316075,4550457313674,1011B794,2
318419,4550457313674,1011B794,1
320373,4550457313698,1011B794,1
320374,4550457313698,1011B794,2
323671,4550457313698,1011B794,3
323932,4550457313742,1011B794,2
327662,4550457313742,1011B794,2
331851,4550457313742,1011B794,0
337385,4550457313650,1011B794,2
337822,4550457313650,1011B794,1
338116,4550457299435,1011B794,1
338117,4550457299367,1011B794,1
338117,4550457299428,1011B794,1
338118,4550457299268,1011B794,1
338119,4550457320368,1011B794,1
338120,4550457320368,1011B794,0
338122,4550457320467,1011B794,1
338123,4550457320467,1011B794,1
338124,4550457320467,1011B794,0
338841,4550457320511,1011B794,1
338842,4550457320511,1011B794,0
338843,4550457320511,1011B794,-1
338844,4550457320474,1011B794,0
338845,4550457320474,1011B794,2
338846,4550457320504,1011B794,2
338846,4550457320504,1011B794,1
338847,4550457320481,1011B794,2
339324,4550457320481,1011B794,2
342811,4550457320337,1011B794,2
342824,4550457320337,1011B794,2
342828,4550457320412,1011B794,1
344002,4550457320412,1011B794,1
346298,4550457320450,1011B794,1
346303,4550457320450,1011B794,1
348379,4550457320344,1011B794,1
348860,4550457297974,1011B794,1
349178,4550457297998,1011B794,1
352972,4550457295246,1011B794,-1
353214,4550457295260,1011B794,1
353215,4550457295253,1011B794,-1
353216,4550457295185,1011B794,2
354479,4550457295239,1011B794,2
355395,4550457295239,1011B794,0
355396,4550457295277,1011B794,0
355397,4550457295178,1011B794,0
355398,4550457295284,1011B794,2
355399,4550457295222,1011B794,0
355688,4550457861793,1011B794,1
356188,4550457861724,1011B794,1
356189,4550457861724,1011B794,1
356190,4550457861861,1011B794,2
356191,4550457861861,1011B794,1
356192,4550457861779,1011B794,0
357385,4550457861779,1011B794,1
357894,4550457861823,1011B794,2
357946,4550457861823,1011B794,1
358104,4550457861786,1011B794,0
358106,4550457861786,1011B794,1
358856,4550457861700,1011B794,1
358857,4550457861700,1011B794,1
358859,4550457861748,1011B794,0
358860,4550457854474,1011B794,1
358860,4550457854399,1011B794,0
358865,4550457854399,1011B794,1
358868,4550457854399,1011B794,1
358870,4550457854443,1011B794,1
358871,4550457854368,1011B794,1
358872,4550457854320,1011B794,1
358872,4550457853934,1011B794,1
358873,4550457854030,1011B794,1
358874,4550457854030,1011B794,1
358875,4550457854047,1011B794,1
358875,4550457854047,1011B794,1
358883,4550457854085,1011B794,1
358886,4550457854085,1011B794,2
358891,4550457854023,1011B794,2
358910,4550457854023,1011B794,1
358911,4550457854016,1011B794,1
358912,4550457854016,1011B794,1
358919,4550457853965,1011B794,1
358920,4550457853965,1011B794,1
358921,4550457854054,1011B794,1
358922,4550457854054,1011B794,1
358923,4550457854108,1011B794,1
358924,4550457854108,1011B794,1
358925,4550457719421,1011B794,1
358926,4550457856560,1011B794,1
358927,4550457856546,1011B794,1
358951,4550457856683,1011B794,1
358956,4550457856584,1011B794,1
358957,4550457856690,1011B794,1
358958,4550457856577,1011B794,1
358959,4550457856539,1011B794,1
358960,4550457309530,1011B795,1
358961,4550457309356,1011B795,0
358963,4550457309493,1011B795,1
358964,4550457309431,1011B795,1
358979,4550457309431,1011B795,2
358980,4550457309448,1011B795,2
358981,4550457309448,1011B795,3
358982,4550457300391,1011B795,1
358984,4550457892407,1011B795,0
359043,4550457892414,1011B795,1
359072,4550457892315,1011B795,1
359073,4550457324885,1011B796,1
359074,4550457324953,1011B796,1
359077,4550457324908,1011B796,1
359093,4550457324922,1011B796,1
359097,4550457120814,1011B799,1
359098,4550457120753,1011B799,1
359098,4550457120753,1011B799,0
359099,4550457267212,1011B799,1
359101,4550457267212,1011B799,1
359226,4550457267274,1011B799,2
359228,4550457267298,1011B799,1
359249,4550457267304,1011B799,0
359251,4550457267168,1011B799,1
359251,4550457267175,1011B799,1
359255,4550457716895,1011B799,1
359256,4550457716963,1011B799,1
359298,4550457716956,1011B799,1
361399,4550457716826,1011B799,1
361954,4550457716864,1011B799,1
361955,4550457272681,1011B800,1
361956,4550457272681,1011B800,1
361957,4550457272636,1011B800,0
361958,4550457272636,1011B800,0
362278,4550457704380,1011B800,1
366280,4550457704403,1011B800,0
368243,4550457704403,1011B800,-1
368540,4550457305648,1011B801,1
369169,4550457305518,1011B801,1
369171,4550457305518,1011B801,0
369172,4550457305501,1011B801,2
369172,4550457305532,1011B801,2
369172,4550457305563,1011B801,1
369173,4550457305563,1011B801,2
369173,4550457305679,1011B801,3
369174,4550457305662,1011B801,1
369174,4550457305556,1011B801,0
369175,4550457305549,1011B801,2
369175,4550457866163,1011B858,1
369175,4550457866071,1011B858,1
369176,4550457866217,1011B858,2
369176,4550457866057,1011B858,1
369177,4550457866057,1011B858,1
369177,4550457866200,1011B858,3
369179,4550457866200,1011B858,1
369180,4550457866149,1011B858,0
369181,4550457866149,1011B858,1
369297,4550457866064,1011B858,1
369298,4550457866064,1011B858,1
369299,4550457866125,1011B858,2
369300,4550457866125,1011B858,1
369301,4550457866125,1011B858,1
369302,4550457729741,1011B858,1
369303,4550457729673,1011B858,1
369304,4550457729673,1011B858,1
369305,4550457729826,1011B858,1
369404,4550457729826,1011B858,1
369405,4550457729727,1011B858,1
369405,4550457729727,1011B858,1
369406,4550457729659,1011B858,1
369406,4550457729659,1011B858,1
369437,4550457729666,1011B858,1
369438,4550457729666,1011B858,1
369439,4550457729772,1011B858,1
369440,4550457729772,1011B858,1
369441,4550457894258,1011B859,1
369442,4550457894173,1011B859,1
371568,4550457894159,1011B859,1
371568,4550457894203,1011B859,1
371569,4550457894289,1011B859,1
371569,4550457894227,1011B859,2
371570,4550457894241,1011B859,2
371571,4550457884242,1011B859,1
371571,4550457884150,1011B859,1
371572,4550457884273,1011B859,1
371572,4550457884198,1011B859,1
371573,4550457864329,1011B860,1
371573,4550457864299,1011B860,1
371574,4550457864312,1011B860,0
371574,4550457864336,1011B860,1
371578,4550457870511,1011B860,1
371578,4550457870542,1011B860,1
371580,4550457855419,1011B861,1
371580,4550457855334,1011B861,1
371581,4550457855389,1011B861,1
371582,4550457855303,1011B861,1
371940,4550457855402,1011B861,1
371951,4550457855297,1011B861,0
373736,4550457855372,1011B861,1
373738,4550457855259,1011B861,0
375159,4550457718479,1011B861,1
375160,4550457718509,1011B861,1
376800,4550457718493,1011B861,1
376801,4550457718349,1011B861,1
376802,4550457718349,1011B861,1
377196,4550457718516,1011B861,1
378160,4550457718516,1011B861,1
378164,4550457718431,1011B861,1
378164,4550457718431,1011B861,1
378167,4550457718530,1011B861,0
378301,4550457718530,1011B861,1
378302,4550457718370,1011B861,1
378303,4550457718356,1011B861,1
378304,4550457718356,1011B861,1
378305,4550457718486,1011B861,1
378306,4550457861625,1011B861,1
378307,4550457861656,1011B861,1
378307,4550457861618,1011B861,1
378308,4550457861649,1011B861,1
378310,4550457861663,1011B861,1
378315,4550457861571,1011B861,1
378316,4550457861557,1011B861,1
378317,4550457861489,1011B861,1
378318,4550457709521,1011B861,1
378319,4550457709507,1011B861,1
378320,4550457709415,1011B861,1
378321,4550457709538,1011B861,1
378329,4550457709552,1011B861,1
378330,4550457709439,1011B861,1
378330,4550457709453,1011B861,1
378331,4550457709514,1011B861,1
378332,4550457709606,1011B861,1
378333,4550457709460,1011B861,1
378334,4550457902601,1011B862,1
378335,4550457902656,1011B862,1
378335,4550457902656,1011B862,0
378343,4550457902694,1011B862,1
378344,4550457902694,1011B862,1
378345,4550457902694,1011B862,1
378346,4550457902564,1011B862,1
378348,4550457902564,1011B862,2
378810,4550457902564,1011B862,1
378934,4550457902663,1011B862,1
378972,4550457902663,1011B862,0
379069,4550457902663,1011B862,0
379073,4550457902724,1011B862,3
379686,4550457902724,1011B862,1
379822,4550457902724,1011B862,1
379825,4550457902618,1011B862,2
379826,4550457902618,1011B862,1
379827,4550457902618,1011B862,1
379827,4550457902540,1011B862,2
379829,4550457902540,1011B862,1
379830,4550457902540,1011B862,1
379835,4550457902731,1011B862,2
379837,4550457902731,1011B862,1
379837,4550457902649,1011B862,-1
379838,4550457873307,1011B862,1
379839,4550457873338,1011B862,1
379839,4550457873383,1011B862,1
379840,4550457873284,1011B862,2
379841,4550457873420,1011B862,2
379841,4550457861175,1011B862,1
379863,4550457861151,1011B862,0
379948,4550457861144,1011B862,1
379975,4550457861199,1011B862,1
379982,4550457861212,1011B862,1
380207,4550457861137,1011B862,1
380383,4550457861298,1011B862,1
380384,4550457861243,1011B862,1
380385,4550457861250,1011B862,2
380386,4550457861236,1011B862,2
380400,4550457888233,1011B863,1
380402,4550457888257,1011B863,1
380403,4550457888387,1011B863,1
380421,4550457888356,1011B863,1
380422,4550457888349,1011B863,1
380424,4550457888288,1011B863,0
380425,4550457888301,1011B863,1
380427,4550457888325,1011B863,1
380428,4550457888318,1011B863,1
380431,4550457888240,1011B863,1
380434,4550457888394,1011B863,1
380435,4550457871884,1011B867,1
380436,4550457871853,1011B867,1
380437,4550457871846,1011B867,1
380437,4550457871907,1011B867,1
380438,4550457871877,1011B867,1
380439,4550457751872,1011B867,2
380461,4550457751957,1011B867,1
380566,4550457751889,1011B867,1
380604,4550457751940,1011B867,1
380605,4550457751858,1011B867,2
380611,4550457751803,1011B867,1
380612,4550457751902,1011B867,1
380805,4550457751865,1011B867,1
380813,4550457883078,1011B867,1
380817,4550457883047,1011B867,2
380819,4550457883054,1011B867,3
380824,4550457883054,1011B867,1
380829,4550457883054,1011B867,1
380830,4550457883085,1011B867,1
380831,4550457883085,1011B867,2
380839,4550457883085,1011B867,3
380840,4550457883092,1011B867,2
380842,4550457883092,1011B867,5
380843,4550457883092,1011B867,0
380844,4550457883092,1011B867,2
381133,4550457883160,1011B867,2
381324,4550457883160,1011B867,3
381765,4550457883160,1011B867,3
381766,4550457883153,1011B867,4
381767,4550457883153,1011B867,1
381768,4550457883153,1011B867,3
381770,4550457883139,1011B867,0
381771,4550457883139,1011B867,2
381772,4550457883139,1011B867,1
381777,4550457883115,1011B867,3
381778,4550457883115,1011B867,2
381779,4550457883115,1011B867,1
381780,4550457883061,1011B867,1
381781,4550457883016,1011B867,2
381782,4550457883016,1011B867,2
381783,4550457883016,1011B867,1
381784,4550457883177,1011B867,2
381791,4550457883030,1011B867,1
381792,4550457736688,1011B867,1
381793,4550457736688,1011B867,1
381799,4550457736794,1011B867,2
381799,4550457736794,1011B867,1
381800,4550457736770,1011B867,1
381801,4550457736770,1011B867,1
381803,4550457736657,1011B867,1
381805,4550457736657,1011B867,1
381903,4550457736657,1011B867,1
381918,4550457736718,1011B867,2
381922,4550457736718,1011B867,4
381926,4550457736718,1011B867,1
381927,4550457736695,1011B867,1
381928,4550457736695,1011B867,1
381930,4550457736756,1011B867,2
381930,4550457736756,1011B867,1
381931,4550457736701,1011B867,1
381932,4550457736701,1011B867,1
381933,4550457736701,1011B867,1
381933,4550457736725,1011B867,1
381985,4550457736725,1011B867,1
381988,4550457898126,1011B867,1
381992,4550457898096,1011B867,2
381993,4550457898096,1011B867,1
381993,4550457898102,1011B867,1
382011,4550457898102,1011B867,1
382011,4550457898218,1011B867,2
382012,4550457898218,1011B867,1
382013,4550457898072,1011B867,1
382014,4550457898072,1011B867,2
382014,4550457898188,1011B867,1
382015,4550457898188,1011B867,1
382016,4550457898133,1011B867,1
382018,4550457898157,1011B867,1
382032,4550457898157,1011B867,1
382033,4550457888172,1011B867,1
382034,4550457888097,1011B867,1
382035,4550457888165,1011B867,1
382036,4550457888189,1011B867,1
382037,4550457879675,1011B867-1,1
382037,4550457879712,1011B867-1,1
382038,4550457879699,1011B867-1,0
382039,4550457879736,1011B867-1,1
382039,4550457879743,1011B867-1,1
382040,4550457898638,1011B867-1,1
382040,4550457898638,1011B867-1,1
382041,4550457898683,1011B867-1,1
382042,4550457898683,1011B867-1,1
382042,4550457898768,1011B867-1,1
382060,4550457898768,1011B867-1,1
382060,4550457898690,1011B867-1,1
382060,4550457898676,1011B867-1,1
382070,4550457898676,1011B867-1,1
382071,4550457898744,1011B867-1,1
382071,4550457898669,1011B867-1,1
382072,4550457898669,1011B867-1,1
382072,4550457897914,1011B868,1
382073,4550457897921,1011B868,1
382074,4550457897921,1011B868,2
382075,4550457897983,1011B868,2
382075,4550457897990,1011B868,1
382076,4550457897990,1011B868,4
382078,4550457897990,1011B868,1
382082,4550457898034,1011B868,1
382083,4550457898034,1011B868,2
382084,4550457898034,1011B868,1
382086,4550457897891,1011B868,1
382088,4550457897891,1011B868,1
382178,4550457897891,1011B868,1
382186,4550457897952,1011B868,2
382424,4550457897952,1011B868,1
382425,4550457897945,1011B868,3
382426,4550457897945,1011B868,1
382427,4550457897945,1011B868,2
382430,4550457898003,1011B868,1
383563,4550457897860,1011B868,1
383684,4550457897938,1011B868,1
